,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99
Q_cell_468,4,1,6,5,2,1,6,3,1,3,14,5,1,8,4,9,1,0,4,3,6,4,21,31,40,13,65,13,18,6,25,3,2,1,1,3,8,2,1,6,6,4,1,6,2,4,5,3,11,5,4,6,0,5,3,0,2,15,4,2,1,1,3,6,4,7,2,3,5,2,0,7,6,3,2,7,2,4,6,4,4,4,5,6,0,3,1,5,7,6,1,2,1,4,1,0,1,2,1,1
Q_cell_469,18,11,18,55,9,1,7,9,13,6,10,2,4,2,3,4,0,3,10,3,7,0,2,0,4,3,10,4,5,2,19,2,4,1,5,6,6,2,2,17,3,10,7,1,6,4,7,2,1,4,2,6,3,2,2,1,5,11,3,5,2,3,4,4,9,3,4,3,8,1,2,1,3,3,2,5,16,4,11,0,10,1,1,2,3,3,3,0,7,6,5,2,2,2,0,0,2,3,9,1
Q_cell_470,27,4,7,48,1,2,8,3,6,3,7,4,2,11,3,1,3,0,3,3,0,1,4,1,3,3,7,5,8,3,20,3,3,1,4,9,1,0,4,9,4,3,1,3,2,3,5,3,8,2,11,4,2,2,0,4,1,10,3,10,3,1,1,4,5,8,1,0,7,5,1,10,3,6,14,5,1,7,0,2,3,3,3,1,3,4,1,0,1,9,2,3,7,3,1,1,0,2,3,4
Q_cell_471,3,1,6,3,1,0,11,6,2,3,8,3,2,2,7,2,11,1,4,5,3,3,12,4,3,3,7,4,2,2,26,1,4,0,4,6,4,5,2,11,29,11,5,8,8,9,12,12,37,35,1,10,5,2,3,2,3,10,1,22,1,1,3,6,5,7,4,5,7,1,1,0,1,3,4,5,1,1,4,12,7,2,3,0,2,8,2,2,3,1,2,0,4,4,1,3,1,1,12,0
Q_cell_472,20,12,15,38,5,3,9,9,14,2,4,11,3,9,1,4,8,3,6,3,1,1,6,0,2,5,5,1,0,2,21,3,1,0,1,4,2,2,6,9,6,5,2,3,5,4,7,0,6,3,5,4,2,2,3,2,3,6,1,9,3,4,3,1,3,9,6,3,2,4,1,3,2,3,8,2,4,1,11,5,6,4,6,3,2,13,3,6,2,12,2,6,1,2,2,4,0,6,5,2
Q_cell_473,12,11,4,50,6,6,12,11,19,6,3,8,9,2,5,3,1,4,8,1,6,1,7,1,6,3,5,3,4,3,11,1,2,2,5,1,3,7,3,4,6,3,3,1,7,0,4,2,3,5,10,1,2,3,1,2,1,22,1,1,0,3,3,9,2,5,5,8,5,3,2,1,2,2,4,14,3,10,9,4,5,7,5,2,0,7,3,4,2,3,3,6,0,3,0,1,1,1,3,2
Q_cell_474,6,14,13,46,2,4,5,7,24,5,6,4,1,8,9,3,0,1,2,4,2,0,8,2,4,4,5,1,4,2,10,2,3,1,4,13,6,1,1,6,10,2,2,5,8,3,4,3,3,5,2,5,2,1,4,2,0,12,0,10,0,0,2,3,8,9,0,4,3,1,2,0,4,2,3,7,4,2,7,1,8,5,1,4,1,2,4,4,2,3,5,4,2,3,0,0,2,3,9,0
Q_cell_475,3,0,7,4,2,7,2,1,2,2,17,40,11,15,56,11,22,10,50,5,1,0,6,3,3,4,5,3,0,4,6,2,1,4,4,8,1,2,2,6,2,2,0,1,5,4,9,2,4,6,4,7,0,3,1,1,4,8,1,6,0,3,1,2,16,6,4,3,1,3,0,3,0,7,2,6,0,1,4,7,6,2,1,3,0,6,2,0,4,4,8,1,6,0,1,0,3,2,8,3
Q_cell_476,17,8,6,33,8,2,8,16,16,2,8,7,1,0,3,5,2,2,5,3,4,2,4,6,8,4,12,1,2,9,21,1,4,2,2,5,3,1,2,4,0,2,4,2,6,5,4,2,2,4,5,6,3,0,3,1,1,12,5,0,3,2,1,2,10,3,5,2,6,3,0,1,4,11,11,7,5,3,4,2,6,6,0,2,1,3,3,3,4,4,3,0,8,4,0,2,2,1,6,1
Q_cell_477,2,0,1,6,1,0,1,1,5,1,11,7,3,9,8,4,3,2,3,6,13,9,32,22,28,19,28,13,11,8,14,0,2,2,6,6,9,1,1,7,5,1,2,3,6,10,3,8,6,7,1,11,1,3,2,2,1,9,2,3,4,0,2,0,4,3,7,1,12,4,1,2,4,2,7,6,4,3,11,4,8,6,1,2,0,1,0,5,4,5,3,5,1,0,2,2,0,8,4,2
Q_cell_478,4,1,2,9,0,3,2,3,3,5,6,7,1,4,7,2,3,2,2,1,5,4,24,22,19,10,85,8,18,12,11,4,2,2,2,9,4,2,3,10,5,3,4,3,3,4,4,5,5,10,4,7,0,1,1,1,6,10,1,3,2,2,7,3,6,6,2,0,6,5,2,3,1,2,3,6,3,3,7,0,10,6,2,1,0,3,3,3,1,3,3,4,2,6,3,0,0,3,4,1
Q_cell_479,8,3,3,3,1,1,6,1,3,3,6,22,1,3,4,7,5,4,7,3,15,5,22,19,20,14,48,13,15,12,6,2,1,2,4,6,5,2,8,20,6,5,1,3,5,7,5,4,4,7,6,0,4,0,2,1,1,10,2,6,0,4,4,7,5,0,2,1,8,2,1,0,5,3,2,0,0,4,7,2,2,3,3,5,1,10,5,3,3,5,3,4,1,7,0,2,0,2,2,1
Q_cell_480,17,6,14,16,1,1,6,12,19,4,2,2,5,7,6,4,4,3,2,3,1,2,8,2,2,4,2,3,3,6,13,5,2,4,3,7,7,0,3,5,7,6,0,1,5,3,8,3,4,3,10,5,5,1,3,0,4,11,3,1,0,1,2,13,7,11,2,1,3,8,0,3,4,3,9,8,2,4,3,4,3,3,2,3,1,10,4,2,2,6,3,1,3,1,3,0,3,3,2,2
Q_cell_481,5,0,4,1,0,0,1,1,2,2,68,29,17,11,56,14,13,13,46,4,3,2,10,2,3,6,3,3,1,5,10,2,0,3,4,2,5,2,6,4,3,3,2,1,8,3,11,0,3,7,6,10,3,10,1,1,2,6,3,13,3,1,9,9,8,4,5,2,6,2,1,6,3,3,2,13,3,4,3,6,4,3,3,2,1,2,3,2,2,9,5,4,0,5,1,1,3,0,3,1
Q_cell_482,5,18,15,40,5,4,10,8,13,4,5,13,2,9,8,1,3,1,5,7,4,1,6,1,7,3,6,1,2,0,14,1,2,4,3,2,7,0,3,7,2,2,2,7,3,4,4,3,1,2,4,5,0,0,1,5,2,9,2,10,0,1,4,2,5,6,4,3,5,3,1,0,3,2,6,15,5,6,2,2,4,2,2,3,0,3,4,4,5,1,4,3,0,2,0,3,3,0,6,3
Q_cell_483,3,2,6,3,1,1,0,4,3,3,2,3,1,9,8,3,4,1,6,3,1,1,9,4,3,5,3,3,0,1,89,5,17,10,13,19,29,10,36,62,8,4,1,0,4,5,7,3,4,10,5,5,1,3,4,2,2,16,2,6,0,0,1,4,3,1,6,1,4,5,2,3,1,5,5,2,2,0,4,2,3,1,4,3,0,7,0,1,5,2,9,2,4,2,1,0,1,4,4,0
Q_cell_484,6,2,4,2,2,1,4,9,5,3,39,68,13,18,24,10,22,9,12,16,3,5,4,6,8,4,3,6,5,3,8,1,3,1,6,8,5,1,3,5,11,3,2,7,1,13,5,1,8,7,5,7,1,1,1,1,5,5,3,3,2,0,0,4,4,7,4,3,4,5,0,1,1,3,10,10,3,11,5,3,8,5,1,1,1,7,4,2,3,1,4,1,1,1,1,0,3,0,3,2
Q_cell_485,8,10,18,29,2,10,7,4,11,1,4,3,7,4,6,2,3,3,4,1,2,0,6,2,1,6,9,6,2,4,19,4,2,3,1,8,6,4,7,11,4,9,3,4,8,5,3,3,6,5,2,3,4,2,4,1,5,3,2,10,0,3,1,3,3,1,3,2,8,6,1,2,0,5,5,3,5,5,2,5,4,5,3,5,0,8,4,5,4,4,1,2,1,0,2,0,3,1,4,4
Q_cell_486,5,4,2,11,0,1,5,3,3,2,4,5,8,5,3,0,5,4,3,6,6,18,20,18,25,18,51,17,16,3,24,0,2,2,3,4,2,2,3,2,7,3,1,3,3,5,4,8,5,2,8,5,3,2,4,3,4,14,1,3,0,2,1,5,0,2,4,6,7,1,1,3,2,5,3,7,4,8,3,1,7,3,8,1,3,1,3,6,3,1,5,2,4,4,2,0,1,5,13,1
Q_cell_487,3,4,6,6,0,1,3,4,5,1,3,6,3,6,6,2,6,1,8,2,5,4,2,6,2,4,0,6,1,4,44,3,11,10,6,13,20,11,55,88,7,3,1,3,2,3,5,2,2,8,3,2,3,2,3,1,0,8,2,10,1,3,6,4,4,11,7,4,9,1,1,1,0,4,4,8,2,5,4,7,4,5,0,2,6,6,0,1,10,2,6,6,2,2,1,2,3,5,3,2
Q_cell_488,1,1,6,5,2,3,7,1,1,5,15,39,10,28,52,3,21,14,29,10,2,3,6,4,2,1,3,1,13,3,14,5,4,1,4,1,2,6,1,10,4,9,1,2,1,3,0,5,5,7,4,2,2,1,1,3,3,13,3,5,1,2,2,8,3,13,6,2,6,1,3,2,0,5,9,4,3,4,2,4,1,1,1,2,4,4,3,1,7,4,3,2,1,4,0,3,2,1,1,4
Q_cell_489,2,3,4,5,0,0,14,0,0,1,7,9,2,5,10,1,0,2,10,1,1,4,1,3,8,3,7,6,4,3,66,5,12,11,6,21,15,15,37,104,2,1,2,10,5,2,7,3,4,3,8,3,1,3,0,2,2,10,4,4,0,1,7,1,6,7,7,3,7,2,0,0,2,6,4,2,1,2,3,3,8,4,1,2,3,3,1,2,6,3,3,1,5,6,2,0,4,2,1,1
Q_cell_490,6,2,1,3,1,3,10,1,2,2,5,10,1,9,6,6,4,3,1,3,8,15,51,16,20,11,22,9,12,9,12,7,2,3,4,6,2,2,8,5,5,11,2,5,2,2,3,1,1,2,2,3,2,4,0,7,0,9,0,9,0,1,3,4,11,1,4,2,5,0,0,1,3,3,6,3,2,2,5,3,13,5,1,3,2,2,2,4,7,3,3,3,3,12,2,0,0,3,6,0
Q_cell_491,5,0,2,10,2,4,10,2,2,1,8,5,1,3,4,0,5,2,6,4,3,0,3,7,6,6,8,3,3,6,97,6,19,8,7,18,33,7,33,171,15,2,2,1,4,1,0,4,3,7,8,12,3,0,3,1,7,4,5,9,0,1,3,3,11,7,4,7,4,3,1,4,3,2,5,12,5,0,5,7,3,3,3,0,1,8,4,5,4,6,4,2,1,5,1,2,2,3,4,5
Q_cell_492,1,0,3,2,1,2,3,2,3,1,5,9,3,5,5,5,4,2,8,1,2,5,12,0,7,1,3,7,4,2,15,2,0,3,8,5,8,4,5,5,24,7,4,4,8,13,23,11,41,34,3,6,1,1,1,4,2,5,3,7,5,4,3,3,5,6,4,0,4,11,0,2,4,1,7,5,2,3,8,6,6,6,3,3,2,2,1,6,2,7,3,3,1,1,0,1,2,5,2,4
Q_cell_493,5,4,3,5,2,0,0,4,3,0,3,7,2,10,2,4,5,1,18,3,9,7,42,20,17,23,48,13,19,13,14,1,2,2,8,6,5,0,4,5,7,3,8,4,4,1,6,1,6,0,6,10,3,1,0,1,1,8,8,14,0,0,4,3,10,18,3,1,12,1,0,1,2,1,2,3,2,4,5,1,8,0,1,1,3,4,1,5,6,5,1,4,6,2,4,1,3,1,8,2
Q_cell_494,2,2,4,9,3,0,2,2,1,0,15,8,3,6,7,5,6,1,5,3,8,7,35,20,30,11,40,6,18,11,24,1,2,2,6,1,3,1,2,3,5,9,1,3,2,2,5,2,10,1,2,1,4,1,9,2,4,7,2,5,2,3,1,2,2,9,4,2,3,4,2,2,2,10,4,3,2,1,3,0,7,6,7,2,0,3,5,0,1,2,8,2,1,5,4,1,2,4,6,4
Q_cell_495,3,2,9,8,1,1,2,5,5,2,9,5,2,7,6,2,5,3,3,3,12,10,38,18,18,38,55,8,24,16,8,4,2,1,5,6,7,1,2,11,10,6,2,3,11,1,7,1,3,8,4,6,1,1,6,1,5,8,1,3,2,1,1,3,4,4,7,3,7,0,0,0,0,2,3,2,3,2,6,5,2,4,1,3,0,2,2,6,4,5,0,5,0,4,2,0,0,0,1,2
Q_cell_496,4,3,8,5,4,3,6,1,1,4,6,5,4,9,3,6,1,1,1,6,3,0,7,0,0,2,4,4,6,4,51,6,8,8,8,26,23,8,45,70,1,2,1,2,5,1,0,2,3,2,3,3,1,1,0,3,2,4,2,6,0,1,7,0,2,6,4,0,9,2,0,3,2,2,7,7,0,6,5,3,4,4,3,0,2,6,2,3,2,2,8,0,2,3,0,1,0,3,1,1
Q_cell_497,13,0,5,1,0,0,2,1,3,0,5,2,2,7,7,8,3,8,5,0,1,5,6,5,6,5,4,9,7,2,57,9,15,13,16,17,16,12,39,93,4,6,4,1,1,4,2,6,6,3,1,5,1,4,3,2,4,7,0,16,0,0,4,9,6,11,6,2,5,4,0,0,1,4,4,1,8,7,5,5,5,3,3,3,3,2,5,1,6,7,3,2,1,3,1,0,1,5,9,1
Q_cell_498,7,4,7,9,0,0,2,1,2,1,7,2,4,5,7,1,3,6,6,2,11,13,20,13,16,17,45,13,17,12,17,3,0,2,2,6,4,4,3,11,9,8,1,2,4,3,12,2,8,6,3,7,2,2,0,1,4,6,3,3,0,2,9,4,5,12,2,1,7,2,0,0,0,5,7,1,2,9,4,3,5,1,4,2,2,4,4,2,6,3,3,2,3,1,0,1,0,0,4,1
Q_cell_499,3,0,9,6,0,1,2,3,2,7,6,9,3,4,3,4,8,2,1,2,1,0,3,4,6,0,6,1,8,3,17,3,2,1,4,2,8,3,4,8,25,22,3,13,5,14,21,14,40,20,3,5,4,3,2,0,3,26,3,6,0,3,2,3,4,6,3,4,4,3,1,0,2,5,5,4,5,8,4,2,5,3,3,1,0,1,2,4,4,10,0,1,5,4,1,2,0,0,3,2
Q_cell_500,4,1,8,8,1,2,7,2,1,1,47,44,13,14,26,5,14,10,22,18,3,1,9,4,0,1,6,2,2,5,13,4,2,6,2,6,3,2,4,3,5,4,0,8,2,4,8,1,6,6,2,6,2,2,2,4,6,11,3,7,1,4,2,11,3,2,8,2,4,3,5,0,1,4,9,5,4,5,6,3,3,3,4,2,0,9,2,1,5,2,7,1,3,1,1,6,2,5,10,2
Q_cell_501,5,0,4,11,0,1,3,5,2,1,2,9,6,3,7,5,3,3,9,2,3,1,4,3,4,1,15,6,3,4,48,7,16,13,24,19,19,8,22,124,1,4,1,6,2,4,9,3,2,4,3,3,3,1,2,5,3,8,0,9,0,0,3,12,4,6,3,1,6,1,3,0,1,8,6,10,2,5,3,2,7,5,7,2,1,1,3,7,4,6,1,0,4,2,1,0,1,1,3,2
Q_cell_502,19,9,22,41,2,3,8,10,30,4,4,18,2,6,6,3,3,5,8,3,2,0,3,1,1,0,4,6,2,5,18,2,2,3,4,4,8,1,3,7,3,4,3,2,4,3,4,1,2,10,5,5,2,6,0,1,0,7,0,5,0,3,3,4,5,7,4,3,4,3,0,1,2,2,7,1,5,4,10,2,6,2,7,4,1,3,5,1,10,8,4,1,6,2,0,2,4,5,12,1
Q_cell_503,16,2,23,25,7,4,20,4,13,3,4,2,1,8,1,3,7,1,5,4,6,4,1,5,5,0,3,8,7,2,17,0,3,1,4,4,8,2,5,8,4,6,0,0,1,4,4,3,5,5,3,6,0,0,3,0,2,10,5,5,1,3,3,2,4,2,2,2,4,5,0,0,1,2,3,5,4,2,4,0,7,4,6,2,3,2,2,5,2,8,2,3,2,8,1,0,0,3,5,3
Q_cell_504,7,3,4,2,0,1,2,0,1,0,4,9,8,6,2,6,7,4,3,4,4,5,6,4,2,3,5,2,7,4,14,3,5,2,5,7,2,2,3,4,37,24,5,35,14,17,9,8,40,23,7,2,2,4,3,2,3,6,2,13,0,2,5,3,4,4,1,5,11,3,4,1,2,2,4,3,2,4,11,6,3,5,5,2,1,4,6,4,3,5,3,4,1,3,1,1,1,6,5,1
Q_cell_505,1,0,1,8,0,0,6,2,1,0,4,7,1,2,13,1,9,4,6,0,9,7,17,10,12,10,37,12,25,8,13,1,2,4,8,3,3,1,1,10,4,6,1,4,4,3,2,5,5,7,7,6,0,1,4,1,2,12,4,7,1,1,4,3,5,2,0,3,8,3,3,3,3,5,3,8,2,1,9,2,8,0,6,4,1,3,1,3,3,4,9,1,0,2,1,1,1,2,0,3
Q_cell_506,2,0,1,8,0,1,11,7,2,0,7,6,2,2,5,3,5,6,5,3,12,6,20,10,20,7,27,7,8,6,19,1,0,1,8,8,6,3,1,9,9,3,0,3,2,2,3,6,0,11,1,9,4,1,3,1,1,10,2,4,1,1,2,4,9,6,1,1,10,2,2,1,0,4,7,8,5,5,2,1,2,4,2,0,0,3,4,0,2,4,3,2,1,5,4,0,1,8,5,5
Q_cell_507,5,0,1,8,2,5,8,1,4,1,8,11,2,5,3,1,7,4,3,9,2,3,9,4,3,3,6,4,2,5,6,3,2,1,10,6,4,2,5,1,42,17,3,7,10,19,16,9,32,16,6,6,8,2,1,0,6,13,1,10,0,1,3,5,8,9,7,3,5,4,3,8,2,10,3,6,3,5,9,14,13,2,3,1,2,4,2,3,14,2,7,2,4,7,1,1,2,4,6,0
Q_cell_508,9,1,7,4,1,1,3,1,4,4,30,26,6,16,38,7,19,8,26,21,3,3,5,5,3,0,4,4,2,2,10,2,2,3,6,6,3,1,6,3,5,2,3,2,4,6,1,3,2,7,2,3,0,1,1,0,3,12,6,6,2,2,5,2,1,1,6,8,3,4,0,2,1,3,7,8,3,4,9,12,9,5,0,7,1,8,0,4,8,0,3,0,10,3,2,0,2,2,2,2
Q_cell_509,6,4,4,7,1,3,5,5,1,4,4,8,1,5,4,4,7,4,9,2,4,1,2,2,2,0,4,0,5,3,92,1,17,10,6,8,28,13,38,104,8,7,2,3,8,7,3,9,2,9,3,12,1,4,3,2,3,10,3,3,0,0,5,6,8,8,10,4,8,3,3,0,1,1,4,4,1,0,5,2,8,7,1,2,1,2,2,1,3,11,5,2,2,2,0,2,0,5,5,0
Q_cell_510,3,1,1,4,0,2,2,2,4,1,10,7,4,8,5,3,13,1,4,1,4,2,10,1,6,2,6,4,11,6,16,6,8,4,2,4,3,4,1,10,16,12,2,5,11,16,23,22,41,39,2,5,1,2,3,1,5,7,4,4,1,0,2,2,11,2,8,3,4,4,2,0,0,3,3,6,5,3,5,4,2,3,4,6,1,5,2,2,5,5,7,4,2,4,1,0,0,4,4,0
Q_cell_511,30,11,18,42,1,1,15,8,15,3,6,3,4,19,10,2,7,3,5,2,5,1,7,4,3,2,8,1,5,7,7,3,2,1,1,6,9,3,3,12,3,7,2,4,7,3,5,7,10,7,2,4,4,5,2,4,2,9,8,1,0,4,2,6,6,8,1,3,15,4,0,0,0,5,3,8,1,10,5,2,3,4,1,4,1,4,2,2,3,3,1,2,2,2,0,0,1,3,2,4
Q_cell_512,7,0,6,6,1,0,7,3,6,1,4,6,4,12,5,4,5,0,6,4,2,6,8,4,3,3,1,1,5,5,20,2,2,1,4,4,2,4,0,7,45,9,2,31,18,21,9,7,44,20,2,6,1,2,1,4,0,11,4,14,1,3,2,6,10,4,4,1,7,1,0,2,2,4,7,4,1,4,3,6,6,0,4,6,2,11,1,3,7,3,1,6,1,5,0,4,0,1,8,2
Q_cell_513,5,1,11,8,1,1,5,2,1,3,30,31,6,15,34,14,25,4,35,17,3,0,4,2,4,2,4,2,4,3,11,2,2,1,5,5,5,5,4,7,6,2,1,3,1,0,3,3,5,8,8,6,1,3,5,2,6,16,3,16,1,1,7,14,4,8,3,0,8,11,2,1,2,3,4,3,2,5,4,5,5,1,1,8,1,4,2,1,1,6,12,0,5,6,1,1,2,1,4,2
Q_cell_514,11,2,4,6,0,1,3,4,2,8,7,12,2,1,3,0,4,2,5,0,6,3,6,5,4,5,3,4,2,3,64,9,17,9,9,18,16,20,26,93,3,6,0,6,4,3,7,6,4,5,1,3,0,2,0,0,5,8,10,3,1,4,2,4,10,2,4,3,8,2,0,0,3,4,7,6,3,3,4,1,9,2,8,4,1,2,2,4,8,3,7,2,0,3,3,3,1,2,3,1
Q_cell_515,9,0,2,3,0,2,4,2,3,0,2,7,2,3,2,5,5,3,8,1,3,1,6,2,5,4,2,2,1,4,67,8,24,10,15,22,15,10,30,133,6,5,2,5,1,4,6,7,1,8,6,5,1,2,1,1,2,14,1,5,1,0,1,2,1,5,2,2,10,3,0,3,0,9,3,6,1,3,4,5,7,4,3,1,3,3,1,0,3,3,2,7,6,2,0,0,1,4,1,1
Q_cell_516,5,0,3,8,0,3,3,3,1,5,4,14,4,9,8,4,6,1,4,4,2,0,10,6,5,1,7,3,4,3,8,2,4,5,1,7,6,2,3,8,73,7,4,14,6,5,21,12,35,22,4,8,2,0,0,2,3,5,7,2,2,1,1,8,7,4,4,2,3,3,0,1,1,3,5,3,1,5,7,0,8,3,3,3,1,5,2,2,7,3,5,5,2,5,1,0,1,3,2,3
Q_cell_517,8,2,1,2,1,0,5,3,3,2,3,13,7,8,5,3,3,1,3,2,4,7,24,30,18,17,66,7,20,11,11,3,1,1,2,1,5,1,6,10,3,6,2,1,3,1,5,2,2,10,7,4,0,4,1,2,3,8,6,5,3,3,5,3,11,0,2,1,5,4,0,1,1,5,6,3,2,2,3,5,1,7,4,2,1,3,0,2,5,5,2,1,5,1,1,0,3,3,4,1
Q_cell_518,18,25,7,78,1,3,16,8,11,2,3,10,4,11,5,4,2,3,3,3,0,2,3,2,3,0,7,2,3,4,14,2,2,1,0,2,0,8,2,9,10,5,4,2,2,2,7,5,10,3,2,2,4,2,0,1,4,10,6,7,0,1,3,5,6,5,9,3,6,2,2,1,0,9,16,1,2,2,3,1,5,4,0,1,1,8,0,6,5,2,7,3,2,2,1,1,3,0,6,2
Q_cell_519,7,1,4,10,3,1,6,4,3,2,9,6,2,12,5,2,5,4,7,3,4,0,4,4,4,5,2,3,4,4,9,1,3,2,7,11,2,1,3,8,25,9,3,18,30,15,18,23,24,27,2,5,3,4,1,4,3,11,1,5,0,1,1,3,7,7,5,0,6,2,1,2,3,11,5,12,2,8,2,2,1,2,6,6,1,4,0,1,10,5,9,4,3,3,3,0,0,2,11,0
Q_cell_520,9,9,11,21,2,2,17,5,14,2,5,4,1,10,2,1,4,0,4,3,3,1,13,1,2,4,3,2,5,4,10,3,4,0,11,8,4,0,2,0,4,5,5,1,5,0,9,3,3,1,2,3,2,3,4,0,1,8,0,1,0,0,8,9,8,4,3,1,6,4,2,1,0,3,2,5,4,4,5,0,7,4,1,2,2,2,3,0,6,2,4,2,5,2,1,2,0,6,10,2
Q_cell_521,4,1,8,6,3,1,5,2,3,3,12,5,4,6,7,0,1,5,9,3,3,5,5,7,5,2,7,2,7,1,17,2,3,3,5,6,2,2,7,8,43,14,4,3,8,23,14,15,26,18,8,2,1,3,0,2,1,12,7,6,1,2,4,2,6,11,4,1,5,3,1,1,1,1,7,14,4,5,5,5,4,3,0,4,1,3,0,0,3,7,0,1,7,3,0,0,0,5,3,0
Q_cell_522,17,10,11,50,4,1,6,10,8,5,6,6,3,7,2,1,1,0,8,0,3,0,8,5,4,2,5,7,3,3,8,6,4,1,3,2,6,1,4,7,11,9,0,2,4,6,6,4,2,4,6,3,5,0,2,5,1,10,4,8,1,3,4,5,12,9,0,1,7,3,0,1,5,4,4,2,1,11,2,5,5,1,4,1,1,4,0,1,5,5,3,1,3,4,0,2,3,1,3,2
Q_cell_523,2,1,3,8,2,1,4,1,3,1,7,16,5,8,9,2,3,1,3,2,11,8,23,11,23,25,76,4,34,14,8,3,3,2,7,7,6,0,2,4,9,2,1,4,2,7,3,5,3,10,5,5,0,2,2,4,1,3,6,6,0,5,2,2,9,3,1,0,4,1,1,2,1,4,12,3,0,4,5,4,4,2,0,2,2,9,2,2,7,6,6,2,6,2,1,1,2,4,3,2
Q_cell_524,3,1,1,2,1,1,2,0,1,0,3,6,0,9,5,5,4,4,8,2,6,0,6,1,4,3,4,1,8,2,8,1,6,2,0,6,3,0,1,7,39,17,4,16,7,20,25,14,9,28,3,5,4,3,2,2,2,8,2,13,1,1,5,2,6,14,6,1,3,2,1,1,2,11,2,5,3,6,9,2,0,5,2,2,0,11,0,1,2,6,2,0,1,2,2,0,0,1,2,1
Q_cell_525,5,3,3,8,1,2,10,8,4,1,3,3,2,5,4,3,4,3,3,8,2,2,5,3,2,3,5,8,2,8,7,5,3,1,4,2,0,1,3,12,48,9,2,18,19,18,38,14,12,19,7,10,2,4,1,3,2,16,4,9,0,3,3,3,6,15,1,4,2,3,1,1,0,3,6,2,4,4,8,1,5,4,3,2,2,5,2,8,1,3,5,9,0,2,4,0,4,2,4,3
Q_cell_526,3,2,2,4,1,0,1,1,2,1,19,21,22,14,41,16,30,15,24,19,3,0,5,1,4,4,8,2,3,2,14,2,2,2,5,4,5,2,1,3,7,5,2,5,5,5,8,1,3,5,1,7,3,5,5,2,2,10,3,6,1,2,0,4,7,2,2,1,5,10,1,4,1,7,11,17,1,4,3,2,0,3,6,2,0,5,4,4,4,4,9,2,3,1,0,1,2,2,4,2
Q_cell_527,17,9,11,31,8,5,12,7,7,5,7,6,2,21,1,0,3,3,3,4,4,3,13,3,5,6,7,3,8,1,10,3,2,0,9,6,6,1,3,12,5,2,1,2,4,1,5,4,6,5,5,4,2,2,2,0,2,11,7,2,1,1,6,3,5,3,3,1,5,1,1,0,1,15,13,7,2,2,2,4,5,3,3,1,2,3,1,1,2,3,8,1,4,5,2,2,4,3,4,1
Q_cell_528,4,0,4,6,1,1,1,0,1,1,32,15,3,8,19,4,11,7,46,10,7,0,11,2,0,0,4,1,2,3,22,8,1,0,5,2,6,0,1,14,7,4,0,2,0,9,3,4,2,6,3,6,0,3,2,3,4,10,2,3,0,3,4,2,8,12,1,6,9,4,1,1,0,6,2,3,6,7,9,1,7,5,3,7,2,7,4,1,5,2,7,4,3,3,1,2,1,1,7,0
Q_cell_529,16,11,10,55,5,4,10,13,7,1,7,5,1,7,3,2,0,3,5,2,4,5,12,3,2,3,7,3,8,4,13,3,2,1,2,9,3,2,3,9,6,6,1,3,3,5,6,4,5,3,6,3,0,6,1,4,2,6,4,6,1,5,1,11,8,4,2,0,2,3,0,1,2,5,6,11,1,2,8,12,6,4,3,7,2,7,2,6,0,2,2,1,6,5,1,3,3,1,6,2
Q_cell_530,3,0,3,5,0,1,0,3,7,1,5,2,2,8,8,2,4,1,5,1,3,3,9,3,4,0,5,3,1,3,14,2,4,2,20,2,2,5,1,17,15,11,2,7,16,16,15,13,16,27,4,9,1,5,2,3,3,6,0,8,2,2,2,0,6,5,6,3,7,5,1,2,3,10,1,2,4,2,2,3,10,3,1,10,0,7,10,3,5,4,1,2,1,2,1,0,3,8,8,1
Q_cell_531,4,1,1,13,1,2,7,3,2,2,5,2,0,3,9,5,10,1,9,7,7,8,12,18,15,8,45,11,17,9,11,2,1,2,5,2,7,3,4,5,12,4,2,5,9,3,5,6,6,3,8,3,1,0,3,3,5,8,3,12,0,1,2,4,4,0,9,3,5,7,1,1,1,2,5,7,2,1,2,2,4,1,5,3,3,4,3,5,2,5,6,2,1,5,0,7,4,0,2,3
